UNITID,NPT41_PUB,NPT41_PRIV,NPT41_PROG,NPT41_OTHER,COSTT4_A,COSTT4_P,UGDS
448804,NULL,NULL,NULL,NULL,NULL,NULL,275
448822,NULL,17884,NULL,NULL,23434,NULL,20
448831,NULL,18111,NULL,NULL,23434,NULL,58
448840,8709,NULL,NULL,NULL,18821,NULL,3955
448859,NULL,17109,NULL,NULL,25016,NULL,133
448886,8557,NULL,NULL,NULL,22909,NULL,8555
448895,NULL,15454,NULL,NULL,NULL,19566,488
448974,NULL,22246,NULL,NULL,NULL,26028,378
448983,NULL,25205,NULL,NULL,NULL,29603,441
449010,NULL,24463,NULL,NULL,32308,NULL,991
449038,NULL,27158,NULL,NULL,32554,NULL,2004
449074,NULL,20861,NULL,NULL,NULL,24302,889
449083,NULL,15512,NULL,NULL,21062,NULL,323
449092,NULL,15398,NULL,NULL,21898,NULL,178
449117,NULL,20291,NULL,NULL,24929,NULL,320
449126,NULL,22816,NULL,NULL,26887,NULL,222
449135,NULL,7326,NULL,NULL,12217,NULL,395
449144,NULL,7040,NULL,NULL,12304,NULL,188
449153,NULL,6268,NULL,NULL,12339,NULL,169
449162,NULL,20251,NULL,NULL,NULL,24154,73
449171,NULL,20338,NULL,NULL,NULL,23824,111
449180,NULL,20266,NULL,NULL,NULL,24204,78
449199,NULL,20537,NULL,NULL,NULL,23923,69
449205,NULL,20887,NULL,NULL,NULL,24766,43
449214,NULL,20483,NULL,NULL,NULL,24627,51
449223,NULL,21544,NULL,NULL,NULL,25671,73
449232,NULL,21734,NULL,NULL,NULL,25378,78
449241,NULL,21939,NULL,NULL,NULL,25480,63
449250,NULL,17593,NULL,NULL,NULL,23106,272
449269,NULL,19322,NULL,NULL,NULL,24712,697
449302,NULL,NULL,NULL,NULL,NULL,NULL,33
449311,NULL,16971,NULL,NULL,NULL,22042,176
449320,NULL,16879,NULL,NULL,NULL,22105,748
449339,NULL,8981,NULL,NULL,14185,NULL,42460
449348,NULL,10708,NULL,NULL,12805,NULL,25
449357,18778,NULL,NULL,NULL,NULL,22330,118
449366,NULL,26047,NULL,NULL,NULL,30703,241
449375,NULL,20807,NULL,NULL,NULL,25637,78
449384,NULL,30728,NULL,NULL,34428,NULL,135
449393,NULL,9449,NULL,NULL,NULL,13253,129
449436,NULL,23341,NULL,NULL,NULL,29722,206
449445,NULL,20097,NULL,NULL,NULL,24250,90
449454,NULL,20034,NULL,NULL,NULL,25339,69
449463,NULL,8316,NULL,NULL,NULL,15887,29
449472,NULL,9386,NULL,NULL,NULL,11942,80
449481,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449490,NULL,12125,NULL,NULL,NULL,14842,113
449506,NULL,14361,NULL,NULL,NULL,19814,544
449524,NULL,17728,NULL,NULL,22262,NULL,234
449533,NULL,16930,NULL,NULL,NULL,19817,46
449579,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449597,NULL,11830,NULL,NULL,NULL,14888,33
449603,NULL,9588,NULL,NULL,NULL,14591,130
449612,NULL,19819,NULL,NULL,25225,NULL,195
449658,NULL,5295,NULL,NULL,14700,NULL,114
449667,NULL,20238,NULL,NULL,NULL,23950,66
449676,NULL,NULL,NULL,NULL,NULL,NULL,119
449685,NULL,3000,NULL,NULL,8550,NULL,124
449700,NULL,21908,NULL,NULL,26741,NULL,505
449719,NULL,16354,NULL,NULL,NULL,22243,202
449728,NULL,4809,NULL,NULL,NULL,9642,65
449746,NULL,1715,NULL,NULL,NULL,6515,59
449764,NULL,27533,NULL,NULL,32800,NULL,118
449773,NULL,19322,NULL,NULL,NULL,28124,199
449782,NULL,10519,NULL,NULL,NULL,14954,70
449791,NULL,NULL,NULL,NULL,NULL,NULL,93
449807,NULL,10564,NULL,NULL,NULL,14925,119
449816,NULL,NULL,NULL,NULL,NULL,NULL,158
449852,NULL,9664,NULL,NULL,NULL,13289,64
449861,NULL,22966,NULL,NULL,NULL,25163,88
449870,NULL,5502,NULL,NULL,19082,NULL,86
449898,NULL,22061,NULL,NULL,28639,NULL,654
449904,NULL,15845,NULL,NULL,NULL,19695,248
449922,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449931,NULL,NULL,NULL,NULL,NULL,NULL,790
449959,NULL,15001,NULL,NULL,NULL,18548,194
449968,NULL,17144,NULL,NULL,NULL,21047,301
449977,NULL,15040,NULL,NULL,NULL,18308,237
449986,NULL,15332,NULL,NULL,NULL,18881,280
449995,NULL,14779,NULL,NULL,NULL,18462,181
450003,NULL,22945,NULL,NULL,26693,NULL,277
450021,NULL,17669,NULL,NULL,24669,NULL,167
450049,NULL,23752,NULL,NULL,30943,NULL,466
450058,NULL,17362,NULL,NULL,22707,NULL,628
450067,NULL,26027,NULL,NULL,30890,NULL,501
450076,NULL,21038,NULL,NULL,NULL,26588,543
450085,NULL,25998,NULL,NULL,32345,NULL,643
450094,NULL,25599,NULL,NULL,33645,NULL,1185
450119,NULL,21870,NULL,NULL,26062,NULL,181
450128,NULL,19868,NULL,NULL,25618,NULL,231
450146,NULL,14888,NULL,NULL,NULL,20438,80
450155,NULL,25713,NULL,NULL,29375,NULL,286
450173,NULL,22865,NULL,NULL,NULL,26272,11170
450182,NULL,19560,NULL,NULL,NULL,23048,482
450191,NULL,17831,NULL,NULL,21900,NULL,470
450207,NULL,23224,NULL,NULL,28675,NULL,230
450216,NULL,21889,NULL,NULL,25584,NULL,656
450225,NULL,24408,NULL,NULL,27753,NULL,357
450234,NULL,24528,NULL,NULL,28306,NULL,303
450243,NULL,23852,NULL,NULL,28314,NULL,483
450252,NULL,22891,NULL,NULL,27412,NULL,690
450261,NULL,22355,NULL,NULL,27630,NULL,206
450270,NULL,22871,NULL,NULL,27932,NULL,330
450289,NULL,17568,NULL,NULL,20882,NULL,410
450298,NULL,NULL,NULL,NULL,NULL,NULL,254
450304,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450377,NULL,30656,NULL,NULL,32554,NULL,389
450395,NULL,12916,NULL,NULL,NULL,17935,151
450401,NULL,17909,NULL,NULL,NULL,21070,312
450429,NULL,20865,NULL,NULL,28230,NULL,155
450447,NULL,16673,NULL,NULL,23090,NULL,194
450456,NULL,18761,NULL,NULL,23918,NULL,271
450465,NULL,18818,NULL,NULL,24391,NULL,356
450474,NULL,17729,NULL,NULL,23268,NULL,735
450483,NULL,17821,NULL,NULL,23434,NULL,303
450492,NULL,18794,NULL,NULL,23903,NULL,408
450526,NULL,19502,NULL,NULL,24461,NULL,387
450535,NULL,18970,NULL,NULL,24365,NULL,207
450544,NULL,21958,NULL,NULL,27325,NULL,270
450571,NULL,18015,NULL,NULL,24691,NULL,1491
450580,NULL,13145,NULL,NULL,NULL,17430,88
450599,NULL,13526,NULL,NULL,NULL,18343,140
450605,NULL,13095,NULL,NULL,NULL,17970,127
450614,NULL,12520,NULL,NULL,NULL,17689,123
450623,NULL,13047,NULL,NULL,NULL,17940,168
450632,NULL,NULL,NULL,NULL,NULL,NULL,154
450641,NULL,9908,NULL,NULL,NULL,15312,119
450650,NULL,16982,NULL,NULL,NULL,25068,225
450669,NULL,23107,NULL,NULL,NULL,28007,33
450678,NULL,23077,NULL,NULL,NULL,27978,101
450696,NULL,17160,NULL,NULL,NULL,21219,465
450702,NULL,17418,NULL,NULL,NULL,21163,451
450720,NULL,13153,NULL,NULL,NULL,18059,142
450739,NULL,15021,NULL,NULL,NULL,19133,172
450757,NULL,9826,NULL,NULL,NULL,14682,104
450766,NULL,NULL,NULL,NULL,NULL,NULL,56
450784,NULL,23048,NULL,NULL,NULL,25979,81
450793,NULL,22974,NULL,NULL,NULL,26428,114
450809,NULL,20211,NULL,NULL,NULL,24256,41
450818,NULL,18805,NULL,NULL,NULL,22877,57
450827,NULL,19328,NULL,NULL,NULL,22999,113
450836,NULL,19170,NULL,NULL,NULL,23411,114
450845,NULL,19804,NULL,NULL,NULL,23953,32
450854,NULL,20485,NULL,NULL,NULL,24277,94
450863,NULL,21064,NULL,NULL,NULL,25207,46
450872,NULL,20574,NULL,NULL,NULL,24741,84
450881,NULL,20578,NULL,NULL,NULL,24214,57
450933,NULL,9546,NULL,NULL,13265,NULL,14685
450942,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450951,NULL,32571,NULL,NULL,NULL,39135,136
450960,NULL,20321,NULL,NULL,NULL,25548,181
450979,NULL,15251,NULL,NULL,18864,NULL,3790
450988,NULL,16660,NULL,NULL,NULL,19990,197
451006,NULL,17448,NULL,NULL,NULL,21600,146
451015,NULL,35996,NULL,NULL,NULL,38341,278
451033,NULL,NULL,NULL,NULL,NULL,NULL,22
451042,NULL,9088,NULL,NULL,NULL,17335,64
451051,NULL,NULL,NULL,NULL,NULL,NULL,68
451060,NULL,16381,NULL,NULL,24572,NULL,265
451079,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451097,NULL,6078,NULL,NULL,NULL,11399,152
451103,NULL,20572,NULL,NULL,NULL,25705,507
451121,NULL,12039,NULL,NULL,NULL,16319,119
451130,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451149,NULL,13174,NULL,NULL,NULL,16856,619
451158,NULL,11584,NULL,NULL,NULL,15709,666
451167,NULL,18595,NULL,NULL,NULL,23731,103
451194,NULL,10935,NULL,NULL,NULL,11717,26
451219,NULL,14080,NULL,NULL,NULL,18055,17
451228,NULL,21547,NULL,NULL,NULL,25780,208
451237,NULL,10401,NULL,NULL,NULL,13167,59
451255,NULL,9556,NULL,NULL,NULL,15806,25
451264,NULL,17871,NULL,NULL,NULL,27188,177
451282,NULL,13663,NULL,NULL,NULL,17499,193
451291,NULL,NULL,NULL,NULL,NULL,NULL,22
451307,NULL,11417,NULL,NULL,NULL,16297,61
451316,NULL,7379,NULL,NULL,NULL,11462,72
451334,NULL,11579,NULL,NULL,NULL,15413,96
451343,NULL,6324,NULL,NULL,NULL,10288,160
451352,NULL,19174,NULL,NULL,NULL,23083,345
451361,NULL,16753,NULL,NULL,NULL,18609,22
451370,NULL,NULL,NULL,NULL,29376,NULL,61
451398,NULL,2188,NULL,NULL,19236,NULL,182
451404,NULL,1932,NULL,NULL,12550,NULL,307
451413,NULL,35313,NULL,NULL,39146,NULL,155
451422,NULL,NULL,NULL,NULL,NULL,NULL,110
451440,NULL,12653,NULL,NULL,NULL,17829,359
451459,6744,NULL,NULL,NULL,NULL,10500,108
451468,NULL,12031,NULL,NULL,NULL,16090,212
451477,NULL,25181,NULL,NULL,NULL,28547,292
451495,NULL,18450,NULL,NULL,NULL,23552,47
451501,NULL,11181,NULL,NULL,NULL,13185,125
451510,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451529,NULL,10555,NULL,NULL,NULL,15287,51
451538,NULL,7607,NULL,NULL,NULL,13157,120
451547,NULL,7495,NULL,NULL,NULL,12395,25
451556,NULL,15171,NULL,NULL,20835,NULL,1296
451565,NULL,14856,NULL,NULL,NULL,18043,171
451574,NULL,13999,NULL,NULL,NULL,22113,179
451583,14156,NULL,NULL,NULL,NULL,18215,143
451592,NULL,25480,NULL,NULL,30337,NULL,7
451617,NULL,8460,NULL,NULL,NULL,13196,37
451626,NULL,9801,NULL,NULL,NULL,13247,93
451635,NULL,25071,NULL,NULL,28406,NULL,25
451644,NULL,1421,NULL,NULL,NULL,6971,8
451653,NULL,6408,NULL,NULL,NULL,11778,30
451662,NULL,25773,NULL,NULL,32424,NULL,10896
451671,NULL,NULL,NULL,NULL,NULL,NULL,1671
451699,NULL,19599,NULL,NULL,24621,NULL,899
451705,NULL,24723,NULL,NULL,28234,NULL,75
451714,NULL,18407,NULL,NULL,NULL,21352,257
451741,NULL,7115,NULL,NULL,11439,NULL,631
451750,NULL,14893,NULL,NULL,21006,NULL,760
451769,NULL,17204,NULL,NULL,26754,NULL,384
451796,NULL,24133,NULL,NULL,30508,NULL,995
451802,NULL,13976,NULL,NULL,NULL,17594,18
451811,NULL,14001,NULL,NULL,NULL,17742,38
451820,NULL,25442,NULL,NULL,31680,NULL,1413
451848,NULL,26386,NULL,NULL,31937,NULL,570
451857,NULL,21992,NULL,NULL,26455,NULL,252
451866,NULL,22631,NULL,NULL,27396,NULL,318
451875,NULL,21871,NULL,NULL,24420,NULL,254
451884,NULL,NULL,NULL,NULL,NULL,NULL,375
451909,NULL,19652,NULL,NULL,25415,NULL,487
451918,NULL,14441,NULL,NULL,NULL,18209,142
451936,NULL,22179,NULL,NULL,27586,NULL,282
451945,NULL,23537,NULL,NULL,27490,NULL,372
451954,NULL,22476,NULL,NULL,26648,NULL,208
451963,NULL,21990,NULL,NULL,27069,NULL,345
451972,NULL,22123,NULL,NULL,26648,NULL,247
451981,NULL,22577,NULL,NULL,27139,NULL,178
451990,NULL,23600,NULL,NULL,27428,NULL,451
452009,NULL,10448,NULL,NULL,NULL,14781,45
452018,NULL,26157,NULL,NULL,31075,NULL,495
452027,NULL,26731,NULL,NULL,32389,NULL,781
452036,NULL,17922,NULL,NULL,NULL,23405,375
452045,NULL,18946,NULL,NULL,NULL,24129,439
452054,NULL,18536,NULL,NULL,24497,NULL,488
452063,NULL,14999,NULL,NULL,20138,NULL,892
452072,NULL,17454,NULL,NULL,NULL,21225,116
452081,NULL,19097,NULL,NULL,NULL,23274,423
452090,NULL,18496,NULL,NULL,23107,NULL,108
452106,18,NULL,NULL,NULL,5238,NULL,100
452115,NULL,11798,NULL,NULL,15462,NULL,656
452124,NULL,25145,NULL,NULL,30528,NULL,346
452373,NULL,22753,NULL,NULL,27097,NULL,554
452948,NULL,21416,NULL,NULL,NULL,24509,505
453075,NULL,27655,NULL,NULL,NULL,31133,66
453109,NULL,19566,NULL,NULL,24074,NULL,161
453127,NULL,29316,NULL,NULL,32554,NULL,424
453163,NULL,29315,NULL,NULL,32554,NULL,2111
453215,NULL,31487,NULL,NULL,32554,NULL,578
453455,NULL,20040,NULL,NULL,26668,NULL,165
453464,NULL,18722,NULL,NULL,24819,NULL,129
453473,NULL,20158,NULL,NULL,26668,NULL,137
453482,NULL,18981,NULL,NULL,23304,NULL,82
453552,NULL,25661,NULL,NULL,NULL,29753,352
453570,NULL,9494,NULL,NULL,NULL,16232,50
453747,NULL,17084,NULL,NULL,20794,NULL,165
453756,NULL,19455,NULL,NULL,23834,NULL,102
453817,NULL,19934,NULL,NULL,NULL,24794,267
454078,NULL,12340,NULL,NULL,NULL,17890,40
454175,NULL,24415,NULL,NULL,NULL,28908,607
454184,NULL,22175,NULL,NULL,44720,NULL,504
454227,NULL,18002,NULL,NULL,24552,NULL,10778
454236,NULL,19971,NULL,NULL,25521,NULL,666
454245,NULL,18703,NULL,NULL,22228,NULL,515
454306,NULL,NULL,NULL,NULL,NULL,NULL,329
454315,NULL,22611,NULL,NULL,NULL,25811,89
454324,NULL,18799,NULL,NULL,NULL,23304,70
454333,NULL,20251,NULL,NULL,NULL,23877,85
454342,NULL,21417,NULL,NULL,NULL,25511,87
454351,NULL,21411,NULL,NULL,NULL,26187,123
454360,NULL,19584,NULL,NULL,NULL,23759,163
454379,NULL,19415,NULL,NULL,NULL,23522,130
454388,NULL,19340,NULL,NULL,NULL,23517,87
454397,NULL,20703,NULL,NULL,NULL,24469,117
454458,NULL,20110,NULL,NULL,23610,NULL,84
454467,NULL,20960,NULL,NULL,NULL,24732,95
454476,NULL,20977,NULL,NULL,NULL,25095,61
454485,NULL,20810,NULL,NULL,NULL,25111,28
454494,NULL,19613,NULL,NULL,NULL,24328,62
454500,NULL,19721,NULL,NULL,NULL,23851,96
454519,NULL,21197,NULL,NULL,NULL,25608,92
454528,NULL,18667,NULL,NULL,NULL,22213,66
454537,NULL,12243,NULL,NULL,NULL,15271,61
454546,NULL,15594,NULL,NULL,NULL,19773,98
454555,NULL,14964,NULL,NULL,NULL,19028,224
454573,NULL,16631,NULL,NULL,NULL,20325,276
454582,NULL,NULL,NULL,NULL,NULL,NULL,379
454591,NULL,23069,NULL,NULL,28494,NULL,118
454607,NULL,16411,NULL,NULL,NULL,18957,211
454616,NULL,21260,NULL,NULL,30978,NULL,233
454625,NULL,14441,NULL,NULL,18630,NULL,460
454652,NULL,16693,NULL,NULL,NULL,21493,162
454689,NULL,NULL,NULL,NULL,NULL,NULL,4
454698,NULL,11440,NULL,NULL,15958,NULL,329
454704,NULL,13457,NULL,NULL,NULL,17984,33
454722,NULL,11633,NULL,NULL,NULL,15783,23
454731,NULL,15097,NULL,NULL,NULL,18415,123
454740,NULL,NULL,NULL,NULL,NULL,NULL,165
454759,NULL,NULL,NULL,NULL,NULL,NULL,23
454768,NULL,14838,NULL,NULL,NULL,18590,174
454777,NULL,21422,NULL,NULL,NULL,25476,204
454786,NULL,9412,NULL,NULL,NULL,11879,856
454795,NULL,22325,NULL,NULL,NULL,26256,228
454801,NULL,NULL,NULL,NULL,NULL,NULL,69
454810,NULL,22851,NULL,NULL,NULL,27809,351
454829,NULL,20821,NULL,NULL,23110,NULL,162
454838,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454847,NULL,4753,NULL,NULL,NULL,10303,63
454856,NULL,NULL,NULL,NULL,NULL,NULL,696
454865,NULL,11106,NULL,NULL,NULL,17072,204
454874,NULL,15786,NULL,NULL,NULL,18837,55
454883,NULL,10106,NULL,NULL,13990,NULL,632
454892,NULL,7955,NULL,NULL,NULL,13097,32
454908,NULL,9410,NULL,NULL,NULL,13160,38
454917,NULL,19346,NULL,NULL,NULL,22751,198
454926,NULL,18177,NULL,NULL,NULL,21664,225
454935,NULL,7118,NULL,NULL,NULL,12220,67
454944,NULL,12755,NULL,NULL,NULL,17479,139
454953,NULL,9256,NULL,NULL,NULL,13882,33
454962,NULL,11699,NULL,NULL,NULL,14036,31
454971,NULL,15460,NULL,NULL,NULL,19657,177
454980,NULL,13267,NULL,NULL,NULL,16987,133
454999,NULL,17637,NULL,NULL,NULL,20685,114
455008,NULL,16867,NULL,NULL,NULL,19719,139
455017,NULL,13372,NULL,NULL,NULL,16133,35
455026,NULL,NULL,NULL,NULL,NULL,NULL,96
455035,NULL,NULL,NULL,NULL,NULL,NULL,17
455053,NULL,14598,NULL,NULL,NULL,20148,47
455062,NULL,21257,NULL,NULL,NULL,24357,73
455071,NULL,NULL,NULL,NULL,NULL,NULL,119
455080,NULL,16214,NULL,NULL,NULL,19673,97
455099,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455105,NULL,12412,NULL,NULL,NULL,15742,58
455114,6305,NULL,NULL,NULL,10979,NULL,8164
455141,NULL,14008,NULL,NULL,NULL,18830,156
455169,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455178,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455187,NULL,9955,NULL,NULL,NULL,15455,136
455196,NULL,16466,NULL,NULL,NULL,19893,1887
455202,NULL,15334,NULL,NULL,NULL,20692,274
455211,NULL,11114,NULL,NULL,NULL,13829,115
455220,NULL,5990,NULL,NULL,NULL,10818,62
455239,NULL,19322,NULL,NULL,NULL,21710,72
455248,NULL,15135,NULL,NULL,NULL,15645,4
455257,NULL,14976,NULL,NULL,26176,NULL,347
455275,NULL,15221,NULL,NULL,NULL,19659,271
455284,NULL,8320,NULL,NULL,NULL,12633,244
455293,NULL,14233,NULL,NULL,NULL,19763,12
455327,NULL,14630,NULL,NULL,NULL,19726,72
455336,NULL,18166,NULL,NULL,NULL,21106,176
455345,NULL,15861,NULL,NULL,NULL,17657,60
455354,NULL,12678,NULL,NULL,NULL,16462,303
455381,NULL,19038,NULL,NULL,NULL,22442,67
455390,NULL,38416,NULL,NULL,41287,NULL,265
455406,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455415,NULL,7209,NULL,NULL,NULL,11626,18
455424,NULL,19356,NULL,NULL,NULL,23310,402
455433,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455460,NULL,11889,NULL,NULL,NULL,14893,208
455479,NULL,9987,NULL,NULL,15014,NULL,817
455488,NULL,23115,NULL,NULL,28764,NULL,363
455497,NULL,14626,NULL,NULL,NULL,18908,80
455512,4966,NULL,NULL,NULL,10507,NULL,2397
455549,NULL,21142,NULL,NULL,25802,NULL,97
455558,NULL,25179,NULL,NULL,30106,NULL,165
455567,NULL,16435,NULL,NULL,21858,NULL,355
455585,NULL,25787,NULL,NULL,30362,NULL,171
455600,NULL,19482,NULL,NULL,24127,NULL,393
455619,NULL,18919,NULL,NULL,23865,NULL,604
455628,NULL,45281,NULL,NULL,50374,NULL,711
455646,NULL,24020,NULL,NULL,29943,NULL,48
455655,NULL,21933,NULL,NULL,26468,NULL,446
455664,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455673,NULL,10476,NULL,NULL,15626,NULL,50
455682,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455707,NULL,NULL,NULL,NULL,NULL,NULL,38
455716,NULL,2672,NULL,NULL,7350,NULL,629
455725,NULL,9779,NULL,NULL,NULL,15564,363
455734,NULL,19436,NULL,NULL,NULL,24415,223
455743,NULL,16647,NULL,NULL,NULL,21090,33
455752,NULL,21055,NULL,NULL,NULL,25063,73
455761,NULL,18162,NULL,NULL,NULL,21768,348
455770,NULL,13924,NULL,NULL,35917,NULL,66
455798,NULL,11054,NULL,NULL,NULL,14298,107
455804,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455813,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455831,NULL,14604,NULL,NULL,NULL,17112,122
455840,NULL,18259,NULL,NULL,NULL,21457,155
455859,NULL,13084,NULL,NULL,NULL,17608,192
455868,NULL,13756,NULL,NULL,NULL,18147,43
455877,NULL,17370,NULL,NULL,NULL,20890,183
455886,NULL,15264,NULL,NULL,NULL,18769,150
455895,NULL,15543,NULL,NULL,NULL,19721,165
455901,NULL,18363,NULL,NULL,NULL,20605,216
455910,NULL,10151,NULL,NULL,NULL,13046,58
455929,NULL,10961,NULL,NULL,NULL,14536,55
455938,NULL,2838,NULL,NULL,NULL,7354,15
455947,NULL,14105,NULL,NULL,NULL,17262,138
455956,NULL,4547,NULL,NULL,NULL,8650,109
455965,NULL,14253,NULL,NULL,NULL,18751,139
455974,NULL,2693,NULL,NULL,8700,NULL,136
455983,NULL,5134,NULL,NULL,NULL,9809,297
455992,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456001,NULL,18789,NULL,NULL,NULL,25420,53
456010,NULL,22777,NULL,NULL,28629,NULL,243
456029,NULL,10654,NULL,NULL,NULL,15684,143
456038,NULL,16774,NULL,NULL,NULL,20454,511
456056,NULL,16182,NULL,NULL,20008,NULL,425
456065,NULL,12266,NULL,NULL,NULL,15984,181
456074,NULL,15659,NULL,NULL,NULL,18267,216
456092,NULL,13863,NULL,NULL,NULL,17034,131
456117,NULL,17282,NULL,NULL,21189,NULL,106
456126,NULL,13897,NULL,NULL,NULL,18527,101
456135,NULL,10316,NULL,NULL,NULL,16875,110
456144,NULL,13091,NULL,NULL,NULL,18309,87
456153,NULL,14276,NULL,NULL,NULL,17676,126
456180,NULL,19286,NULL,NULL,24528,NULL,271
456205,NULL,21236,NULL,NULL,26098,NULL,459
456214,NULL,17784,NULL,NULL,NULL,22814,169
456250,NULL,14293,NULL,NULL,NULL,18934,149
456278,NULL,23790,NULL,NULL,25840,NULL,60
456287,NULL,14636,NULL,NULL,NULL,17856,114
456296,NULL,17129,NULL,NULL,22291,NULL,1251
456302,NULL,19003,NULL,NULL,NULL,24124,302
456311,NULL,17384,NULL,NULL,22829,NULL,274
456320,NULL,17444,NULL,NULL,NULL,20956,390
456339,NULL,16850,NULL,NULL,NULL,20660,413
456348,NULL,31651,NULL,NULL,37108,NULL,8917
456357,NULL,20797,NULL,NULL,NULL,26419,551
456366,NULL,20994,NULL,NULL,NULL,26430,357
456375,NULL,16081,NULL,NULL,NULL,20814,180
456393,NULL,21487,NULL,NULL,26194,NULL,231
456409,NULL,23512,NULL,NULL,28368,NULL,206
456418,NULL,22838,NULL,NULL,26525,NULL,263
456427,NULL,21402,NULL,NULL,26353,NULL,258
456436,NULL,24204,NULL,NULL,27656,NULL,339
456445,NULL,23626,NULL,NULL,26686,NULL,416
456454,NULL,17847,NULL,NULL,23402,NULL,333
456481,NULL,22877,NULL,NULL,26577,NULL,63
456490,NULL,NULL,NULL,NULL,22784,NULL,82
456506,NULL,17957,NULL,NULL,NULL,20892,138
456515,NULL,19366,NULL,NULL,NULL,22963,136
456542,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456551,NULL,13665,NULL,NULL,NULL,17322,42
456560,13132,NULL,NULL,NULL,NULL,18754,57
456588,NULL,11023,NULL,NULL,NULL,15399,54
456597,NULL,10227,NULL,NULL,NULL,14389,93
456612,NULL,18131,NULL,NULL,23438,NULL,637
456621,NULL,NULL,NULL,NULL,NULL,NULL,177
456630,NULL,27054,NULL,NULL,32554,NULL,70
456667,NULL,29548,NULL,NULL,32554,NULL,724
456719,NULL,19292,NULL,NULL,NULL,24087,85
456728,NULL,20175,NULL,NULL,NULL,25021,39
456737,NULL,21104,NULL,NULL,NULL,25125,102
456746,NULL,19101,NULL,NULL,NULL,22956,102
456755,NULL,20067,NULL,NULL,NULL,24794,40
456764,NULL,19603,NULL,NULL,NULL,23824,96
456773,NULL,21465,NULL,NULL,NULL,25764,54
456782,NULL,19309,NULL,NULL,27810,NULL,285
456791,NULL,18371,NULL,NULL,23203,NULL,845
456807,NULL,22582,NULL,NULL,28338,NULL,165
456816,NULL,22929,NULL,NULL,29699,NULL,215
456825,NULL,8783,NULL,NULL,NULL,13137,106
456834,NULL,21501,NULL,NULL,29869,NULL,126
456852,NULL,19704,NULL,NULL,24118,NULL,578
456861,NULL,18877,NULL,NULL,NULL,22006,655
456922,NULL,27311,NULL,NULL,NULL,31298,278
456931,NULL,27696,NULL,NULL,NULL,31911,268
456940,NULL,19359,NULL,NULL,24744,NULL,441
456959,9304,NULL,NULL,NULL,22141,NULL,477
456968,NULL,12257,NULL,NULL,NULL,17166,179
456977,NULL,17364,NULL,NULL,23214,NULL,174
457004,NULL,19063,NULL,NULL,25666,NULL,99
457022,NULL,21020,NULL,NULL,24317,NULL,205
457031,NULL,15677,NULL,NULL,NULL,17606,49
457077,NULL,15298,NULL,NULL,NULL,19003,411
457086,NULL,13943,NULL,NULL,NULL,17729,166
457101,NULL,17503,NULL,NULL,NULL,22235,255
457110,NULL,NULL,NULL,NULL,NULL,29665,333
457129,NULL,NULL,NULL,NULL,NULL,NULL,649
457174,NULL,20799,NULL,NULL,NULL,25025,336
457183,NULL,NULL,NULL,NULL,NULL,NULL,100
457192,NULL,8806,NULL,NULL,NULL,14054,126
457208,NULL,23773,NULL,NULL,NULL,27225,28
457226,NULL,NULL,NULL,NULL,NULL,NULL,58
457244,NULL,25243,NULL,NULL,NULL,30229,54
457253,NULL,9288,NULL,NULL,NULL,13779,46
457271,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457280,NULL,9328,NULL,NULL,NULL,13671,115
457299,NULL,14574,NULL,NULL,NULL,19831,145
457314,NULL,15899,NULL,NULL,NULL,20062,105
457323,NULL,12002,NULL,NULL,NULL,16233,275
457332,NULL,11013,NULL,NULL,NULL,12144,38
457341,NULL,13673,NULL,NULL,NULL,18259,132
457350,NULL,NULL,NULL,NULL,NULL,NULL,34
457378,5326,NULL,NULL,NULL,NULL,15270,130
457387,4791,NULL,NULL,NULL,NULL,5918,212
457396,NULL,12248,NULL,NULL,NULL,16300,120
457402,NULL,NULL,NULL,NULL,12565,NULL,33
457411,NULL,22512,NULL,NULL,27163,NULL,268
457420,NULL,18163,NULL,NULL,NULL,22579,99
457439,NULL,13865,NULL,NULL,NULL,19457,37
457448,NULL,17891,NULL,NULL,NULL,20926,148
457457,NULL,5563,NULL,NULL,NULL,10613,44
457466,NULL,9486,NULL,NULL,NULL,14164,60
457475,NULL,15433,NULL,NULL,NULL,20502,93
