UNITID,RRFTCT,RET_PCF,STUFACR 
407832,177,81,9
408039,0,,11
408066,18,72,15
408163,13,85,8
408312,16,56,16
408385,306,72,33
408394,87,40,15
408729,41,70,10
408844,58,83,20
408862,45,89,20
409032,108,81,1
409069,1,0,16
409120,74,73,12
409193,25,80,20
409315,18,67,27
409537,26,92,10
409591,33,88,8
409670,19,84,24
409698,862,83,23
409874,72,75,25
410070,150,45,21
410256,,,14
410283,382,36,28
410496,43,53,11
410502,148,51,18
410520,4,100,27
410788,32,94,15
410797,48,67,32
410964,3,100,9
411684,12,67,13
411754,,,9
412003,8,75,10
412173,44,86,12
412535,12,100,10
412544,6,100,18
412599,7,57,18
412650,,,5
413176,35,83,12
413343,4,75,5
413413,2,0,20
413617,5,60,7
413626,108,37,10
413680,199,78,22
413778,157,71,13
413802,24,83,14
413820,4,75,2
413839,0,,13
413848,2,100,19
413857,0,,15
413866,0,,22
413884,0,,24
413945,21,76,12
413972,45,93,10
414054,22,64,10
414063,53,85,14
414124,200,87,15
414160,27,48,22
414452,17,76,8
414461,1046,67,30
414489,77,73,25
414531,0,,23
414540,60,87,14
414559,10,80,5
414568,0,,13
414586,0,,19
414595,1,100,8
414708,30,47,13
414823,413,69,25
414841,21,55,11
414869,18,50,9
414878,2,0,10
414911,225,56,17
414939,74,70,13
415039,43,65,14
415057,69,91,10
415729,2,100,10
415774,139,77,18
415987,171,72,22
416458,117,66,12
416670,34,76,10
416801,,,8
416971,7,86,14
416980,15,53,12
417008,55,80,17
417062,22,86,21
417105,115,91,20
417123,41,85,10
417132,122,57,31
417178,7,100,7
417187,1,100,4
417248,38,95,13
417257,9,100,8
417275,3,100,15
417318,1,100,10
417327,25,16,15
417381,45,44,24
417406,6,83,13
417442,11,55,10
417503,37,81,11
417549,150,55,20
417600,19,95,12
417628,4,75,3
417637,12,92,5
417646,10,70,10
417655,19,74,8
417673,8,100,5
417682,3,0,9
417716,11,91,14
417725,10,50,14
417734,2,50,6
417752,9,78,4
417789,31,68,6
417804,4,50,10
417831,66,97,27
417840,190,100,18
417868,22,59,2
417886,10,70,12
417901,,,24
417910,118,97,11
417947,3,33,6
417983,,,6
417992,10,90,16
418001,26,88,12
418010,5,100,6
418029,8,100,10
418038,24,92,35
418056,49,73,47
418065,80,76,19
418083,32,28,24
418126,0,,12
418171,22,86,18
418199,,,10
418205,54,76,12
418223,24,96,4
418250,56,82,10
418269,10,100,11
418278,12,92,1
418296,96,96,15
418302,84,55,6
418320,48,54,9
418339,21,76,12
418348,48,60,13
418357,42,43,9
418384,26,27,16
418409,22,68,10
418427,18,61,14
418445,18,44,14
418454,182,63,12
418481,25,80,15
418506,35,97,8
418515,42,83,11
418524,27,56,12
418533,140,85,25
418542,44,100,6
418560,12,58,1
418588,15,73,10
418603,4,100,11
418612,4,100,9
418658,102,73,14
418755,23,74,46
418764,41,76,20
418773,562,99,19
418782,132,79,16
418870,39,54,17
418889,33,58,14
418913,0,,1
418968,64,80,13
419031,10,80,9
419095,14,100,7
419147,23,87,6
419156,19,47,14
419183,183,79,46
419217,6,17,10
419226,149,95,9
419235,55,84,19
419244,49,73,15
419253,46,85,13
419271,5,80,10
419280,7,86,20
419314,12,92,15
419332,9,78,10
419341,35,80,10
419411,49,78,25
419420,51,80,8
419457,1,100,4
419484,20,65,9
419633,26,73,9
419660,199,63,17
419703,312,78,17
419712,147,90,11
419721,126,70,20
420006,0,,24
420024,24,33,11
420042,19,79,18
420103,77,75,25
420130,65,70,17
420194,99,91,6
420200,11,91,10
420255,42,81,11
420307,6,33,16
420316,1,100,11
420325,8,100,20
420343,86,87,26
420370,470,66,41
420398,930,63,22
420404,55,49,20
420431,127,54,11
420440,174,61,14
420459,38,16,12
420468,189,88,13
420495,43,63,30
420501,,,23
420538,226,62,20
420556,62,55,12
420574,395,82,18
420608,28,71,30
420723,102,57,12
420866,0,,3
420981,213,75,17
421513,43,21,15
421540,31,94,10
421559,33,94,12
421586,69,65,20
421610,13,100,10
421665,2,100,4
421708,421,72,16
421717,18,78,11
421771,5,80,25
421832,36,61,10
421841,90,64,19
421878,69,86,12
421896,90,79,20
422190,1,100,18
422695,0,,15
422835,99,79,19
423120,545,88,45
423397,13,85,13
423652,49,45,14
423980,265,71,37
425250,13,77,10
425889,110,83,33
425986,68,60,22
426314,68,66,12
427025,,,20
427308,109,77,15
427335,,,5
427663,0,,24
427894,10,70,20
427919,25,56,20
427973,52,50,12
427982,28,79,8
427991,228,68,19
428000,0,,16
428019,46,87,11
428055,40,73,19
428073,18,50,20
428125,22,73,25
428143,64,77,12
428170,392,72,5
428259,0,,4
428268,2,50,6
428286,136,56,16
428295,,,5
428329,28,64,13
428392,161,27,14
428444,135,53,17
429012,,,5
429100,,,11
429128,5,60,11
429599,2,50,24
430087,8,38,9
430096,,,11
430148,43,42,16
430157,17,94,22
430166,20,85,24
430175,74,54,32
430184,23,35,24
430218,41,76,11
430227,32,72,21
430245,494,44,31
430254,,,25
430263,0,,15
430306,3,100,7
430342,39,74,15
430351,39,38,11
430360,34,39,25
430379,0,,21
430388,0,,14
430403,13,77,17
430421,42,67,30
430485,0,,16
430564,,,10
430582,,,50
430670,1,100,8
430704,,,10
430795,63,86,17
430810,81,85,13
430883,7,71,8
430908,31,65,14
430935,244,62,31
430971,25,32,8
430980,,,24
431017,69,33,3
431026,1056,71,17
431071,23,44,14
431099,31,68,9
431105,8,88,9
431123,65,88,15
431141,492,67,15
431169,30,77,10
431187,45,100,4
431196,29,93,25
431202,,,7
431266,,,7
431275,10,80,24
431284,1,100,9
431309,45,69,15
431558,155,67,15
431600,15,20,11
431637,131,50,20
431691,16,100,10
431707,,,5
431716,356,61,3
431770,20,90,8
431877,10,90,9
431886,137,78,25
431929,62,37,17
431956,28,89,15
431965,89,87,15
431983,37,92,23
432074,42,83,13
432117,6,100,20
432223,8,50,19
432241,11,36,10
432269,39,87,10
432302,54,87,15
432384,0,,15
432524,87,90,13
432533,180,54,21
433004,0,,11
433013,47,74,30
433040,39,85,5
433068,111,73,14
433101,119,69,22
433138,71,73,6
433165,,,4
433174,4,100,7
433387,52,73,41
433420,3,67,9
433466,182,79,44
433536,3,100,14
433563,23,74,3
433660,2668,78,22
433970,,,15
434016,18,39,7
434052,0,,23
434061,1176,55,26
434140,247,78,25
434159,72,76,16
434274,53,15,10
434283,24,17,6
434308,,,30
434317,0,,45
434344,4,50,17
434362,33,79,19
434380,29,17,10
434414,485,85,16
434432,10,80,20
434469,,,9
434496,55,93,18
434502,26,65,16
434520,,,11
434539,0,,10
434548,0,,13
434557,0,,25
434566,50,56,20
434575,42,43,19
434584,21,81,5
434672,2508,52,17
434690,38,68,24
434751,7,57,6
434812,,,4
434821,109,82,16
434830,47,72,25
434900,415,70,21
434937,1,100,5
434973,7,57,9
435000,,,5
436003,39,79,19
436012,109,72,20
436030,10,40,10
436067,12,75,7
436094,5,20,8
436100,27,82,20
436182,45,42,16
436191,1,100,37
436270,,,25
436304,229,52,27
436429,262,88,16
436438,6,17,7
436465,129,66,19
436483,1,100,13
436553,13,77,20
436599,2,100,5
436614,10,89,6
436632,31,84,10
436641,38,53,35
436650,,,27
436702,21,86,19
436775,56,86,13
436818,639,85,21
436827,209,87,22
436836,222,87,17
437042,0,,24
437051,0,,25
437060,65,51,23
437097,5,60,22
437103,1055,48,28
437219,0,,27
437237,53,77,12
437316,,,10
437325,,,13
437529,177,87,16
437556,,,30
437608,121,72,20
437635,221,80,16
437653,56,30,7
437662,424,54,18
437705,5,100,3
437732,61,54,6
437750,70,61,17
437769,16,50,15
437778,107,57,11
437848,4,50,19
437857,20,90,9
437884,10,70,8
437936,55,75,25
438151,15,53,30
438179,11,73,19
438197,,,36
438212,453,65,18
438258,42,79,26
438267,249,74,15
438285,127,76,25
438294,42,74,25
438337,147,73,20
438498,11,55,5
438504,465,70,34
438586,36,36,23
438601,,,10
438647,127,68,24
438656,123,69,30
438674,9,78,12
438708,55,51,15
438735,34,65,13
438805,177,69,24
438869,85,54,18
438902,0,,30
438984,75,79,22
439020,,,12
439057,0,,8
439118,71,73,38
439127,83,84,36
439136,1,100,17
439145,253,51,17
439190,275,63,17
439288,261,69,17
439297,18,50,9
439303,13,85,8
439312,5,80,7
439367,67,90,20
439394,,,7
439400,16,88,15
439437,55,78,15
439446,,,8
439455,36,61,22
439473,50,56,20
439482,44,61,13
439491,195,58,15
439507,221,71,15
439525,,,8
439570,175,71,30
439589,97,63,20
439613,12,50,13
439622,21,100,19
439631,23,96,9
439668,,,17
439686,,,31
439701,25,60,9
439738,27,78,20
439747,25,96,20
439774,23,87,18
439783,,,8
439792,40,75,22
439826,71,49,35
439844,16,94,14
439862,8,50,8
439871,19,84,10
439899,27,63,18
439905,6,83,38
439932,20,80,4
439969,0,,13
439978,31,77,12
439996,78,81,12
440059,89,67,13
440077,30,80,11
440086,196,74,29
440101,28,46,21
440147,10,40,17
440165,0,,7
440174,6,100,10
440217,13,85,17
440226,29,59,9
440262,141,87,23
440271,125,61,17
440299,0,,40
440323,34,76,44
440332,104,64,32
440341,184,46,15
440369,53,62,40
440402,289,55,16
440411,,,4
440420,3,0,9
440457,8,50,8
440466,13,46,9
440484,2,50,20
440642,55,60,19
440651,66,73,31
440721,62,89,10
440730,322,89,19
440749,1,0,13
440758,0,,13
440767,0,,13
440776,12,50,10
440794,36,81,14
440800,0,,5
440819,0,,15
440828,,,11
440855,,,11
440873,141,46,42
440882,23,48,23
440891,37,43,16
440907,253,82,20
440925,14,43,11
440952,65,68,23
440989,93,53,32
441016,181,53,30
441025,78,65,18
441052,187,74,25
441070,10,100,10
441089,409,78,25
441168,18,89,15
441195,20,80,14
441201,19,47,10
441210,40,73,16
441229,185,78,7
441256,21,86,13
441274,21,86,15
441317,17,88,6
441335,,,5
441353,5,100,8
441362,106,71,29
441371,98,61,15
441380,78,65,36
441405,12,67,20
441414,25,40,25
441423,145,90,22
441441,191,81,8
441478,,,10
441487,29,72,12
441496,0,,7
441502,117,75,18
441511,44,91,17
441548,129,91,10
441575,234,76,17
441593,12,100,32
441609,1,100,8
441618,6,50,7
441627,,,2
441636,6,83,14
441645,14,64,10
441663,117,66,7
441672,57,91,6
441690,9,67,12
441706,141,69,17
441742,174,82,28
441751,1,100,15
441760,381,51,17
441779,21,52,18
441788,58,62,15
441830,28,89,10
441858,82,22,14
441876,16,88,18
441900,163,68,18
441919,16,38,11
441928,19,47,10
441937,823,76,22
441955,0,,29
441964,0,,33
441973,121,60,17
441982,82,96,8
442037,27,70,23
442046,159,61,30
442073,88,81,16
442134,199,65,25
442161,39,62,12
442204,80,96,32
442213,1,100,7
442222,0,,10
442231,129,64,34
442240,36,92,15
442329,336,66,30
442338,0,,11
442347,42,46,15
442356,1,0,12
442383,62,65,17
442408,42,67,22
442426,40,80,14
442435,14,57,12
442523,19,47,15
442569,1773,27,22
442578,1,100,10
442602,43,72,27
442611,358,67,31
442620,,,20
442639,3,67,13
442657,96,70,9
442718,0,,13
442727,270,80,30
442736,41,76,30
442745,69,54,13
442781,12,50,8
442790,92,54,24
442815,,,22
442842,0,,14
442879,317,89,26
442888,12,75,14
442897,0,,3
442930,148,68,15
442949,,,5
442958,15,87,20
442967,34,62,25
442976,40,65,16
442985,3,67,10
443021,108,56,22
443049,10,70,15
443058,2,50,4
443100,79,51,15
443137,,,19
443146,10,80,20
443173,11,82,11
443207,,,13
443216,35,63,20
443225,57,74,24
443234,35,69,20
443252,490,92,17
443261,45,76,8
443270,71,70,6
443289,19,94,17
443298,30,63,25
443322,78,73,6
443331,16,94,16
443340,8,75,7
443359,22,68,15
443377,60,73,9
443410,158,73,14
443438,14,57,18
443483,,,10
443492,503,39,15
443526,2,50,27
443535,0,,16
443544,21,29,8
443562,348,65,22
443571,12,75,13
443599,0,,19
443623,158,65,35
443632,85,68,17
443641,31,81,15
443650,77,64,15
443669,111,73,10
443678,31,84,13
443687,8,13,18
443696,10,70,10
443748,75,68,30
443766,2,50,18
443784,7,57,19
443827,87,79,30
443836,57,88,23
443845,124,10,12
443854,97,58,30
443942,16,69,15
443951,20,75,14
443979,4,75,8
444024,103,69,24
444042,82,61,26
444051,33,73,17
444079,25,52,7
444088,8,63,19
444130,,,2
444158,708,42,30
444167,46,35,35
444194,33,80,15
444200,62,74,19
444219,541,73,27
444228,11,82,8
444237,,,40
444255,0,,6
444264,36,83,8
444282,45,73,19
444291,39,46,14
444307,40,68,19
444316,148,84,16
444325,29,52,27
444334,34,26,15
444343,140,80,15
444352,11,27,2
444361,30,87,18
444370,,,23
444398,15,73,9
444404,40,95,15
444413,32,75,18
444422,14,50,16
444440,76,86,15
444468,12,83,9
444486,14,79,15
444510,47,79,19
444529,,,25
444547,1,,9
444556,247,78,13
444565,2,100,13
444574,0,,20
444583,490,84,30
444592,14,14,10
444608,11,82,10
444635,,,6
444644,6,83,22
444653,46,48,15
444662,32,94,11
444671,73,71,16
444680,43,79,25
444705,15,87,4
444714,124,48,32
444723,249,27,34
444732,101,68,23
444769,3,67,12
444778,1,0,4
444787,0,,8
444796,90,86,10
444811,25,60,23
444857,16,25,9
444866,21,62,11
444893,206,66,35
444909,4,0,4
444927,41,41,17
444936,47,87,10
444945,87,53,11
444954,384,47,18
444972,0,,5
444990,,,16
445027,399,36,41
445072,0,,14
445081,0,,14
445090,35,49,11
445115,65,71,36
445124,,,8
445133,28,75,20
445188,1653,83,20
445197,85,64,20
445203,147,73,15
445212,28,89,15
445221,18,56,9
445230,347,52,25
445249,82,63,24
445258,0,,9
445267,,,30
445276,0,,17
445300,40,43,9
445319,5,60,6
445328,75,67,28
445346,85,60,37
445364,95,75,21
445373,,,28
445382,40,55,34
445391,6,83,6
445434,0,,27
445461,173,62,30
445470,47,79,24
445498,28,82,17
445504,14,64,19
445540,25,65,28
445559,96,72,30
445577,117,34,24
445638,,,8
445647,,,9
445656,,,19
445665,62,45,11
445683,34,79,13
445692,138,81,24
445708,499,74,22
445726,52,52,28
445735,,,8
445744,78,74,19
445753,3,67,4
445762,0,,9
445771,32,81,30
445780,24,57,6
445799,560,74,32
445814,85,67,20
445841,9,56,20
445850,8,25,20
445911,61,85,13
445920,7,57,11
445948,62,82,20
445957,,,15
445984,31,71,14
445993,80,71,13
446048,254,74,15
446057,,,16
446075,4,75,7
446084,0,,8
446093,17,76,14
446109,58,83,19
446118,331,67,16
446127,18,65,19
446136,182,69,28
446145,,,18
446163,17,41,9
446190,8,88,9
446206,9,78,2
446215,11,100,20
446224,,,12
446233,56,43,11
446242,51,73,13
446251,,,20
446260,31,90,15
446288,11,73,15
446303,14,86,6
446349,2,100,10
446385,0,,5
446394,1,100,3
446400,78,38,25
446446,0,,4
446455,27,93,8
446464,2,100,8
446516,24,54,9
446525,42,48,12
446534,81,67,9
446543,24,79,9
446552,471,57,25
446561,0,,15
446570,5,80,8
446589,27,100,24
446598,5,100,12
446604,305,97,12
446613,0,,15
446640,107,55,23
446668,126,52,16
446677,5,60,11
446729,0,,2
446774,331,54,25
446792,26,38,14
446808,29,52,16
446817,,,3
446835,107,76,34
446844,72,72,33
446880,94,26,16
446899,0,,11
446905,0,,18
446914,0,,23
446923,0,,14
446996,26,54,20
447014,123,79,15
447023,279,80,30
447050,14,21,9
447069,2,50,20
447102,116,82,33
447120,69,87,22
447148,79,65,22
447166,22,82,13
447175,44,50,18
447209,,,26
447218,,,24
447227,,,24
447236,0,,22
447245,114,68,23
447254,8,63,3
447263,0,,14
447272,5,40,15
447290,1,100,8
447315,13,77,5
447324,36,67,10
447333,11,73,11
447342,14,79,6
447360,1,100,16
447379,15,53,8
447403,326,71,30
447421,4,75,12
447430,26,92,10
447449,18,29,12
447458,33,82,12
447467,70,53,13
447476,0,,2
447494,,,17
447519,,,18
447528,121,70,15
447582,575,40,15
447591,228,81,12
447625,23,87,12
447634,50,78,29
447670,8,38,10
447689,1752,68,19
447704,13,77,12
447713,,,7
447722,,,18
447731,26,81,21
447759,47,83,27
447768,183,79,28
447777,3,100,29
447795,27,96,8
447810,128,17,15
447847,5,80,4
447856,28,75,18
447865,8,100,8
447874,,,30
447883,33,70,12
447892,38,71,27
447908,8,75,20
447917,,,14
447935,34,65,19
447953,64,56,9
447962,28,68,14
447971,36,83,20
447980,87,83,19
447999,31,83,9
448008,18,83,11
448017,,,5
448026,16,88,14
448035,,,12
448044,,,9
448071,69,84,19
448105,10,80,12
448114,190,52,9
448123,102,76,10
448141,20,45,17
448150,17,71,20
448196,79,84,14
448202,7,43,13
448211,16,88,10
448220,9,89,10
448239,,,17
448248,168,81,7
448257,17,88,7
448275,,,20
448284,0,,14
448309,10,70,22
448345,119,50,16
448354,63,83,12
448415,122,57,13
448424,24,88,9
448433,459,75,31
448442,1,0,17
448451,0,,21
448460,34,45,14
448479,0,,17
448488,0,,12
448497,0,,12
448503,0,,11
448512,0,,13
448567,28,54,15
448576,140,61,22
448585,3,33,13
448594,388,65,32
448600,24,46,9
448619,56,68,12
448628,0,,18
448646,49,57,7
448664,111,48,15
448673,7,14,18
448707,199,64,28
448716,148,49,36
448734,7,43,6
448752,2,50,14
448761,4,0,18
448770,39,84,25
448798,31,45,17
448804,,,9
448822,,,6
448840,518,65,19
448859,61,77,10
448886,1069,84,24
448895,121,64,10
448974,119,62,15
448983,58,66,25
449010,222,45,17
449038,13,15,14
449074,279,64,25
449083,93,71,14
449092,47,87,12
449117,41,63,17
449126,34,68,15
449135,125,63,19
449144,87,67,16
449153,73,75,15
449162,32,41,12
449171,26,77,8
449180,11,55,7
449199,23,57,7
449205,19,47,5
449214,24,71,6
449223,24,46,8
449232,24,46,12
449241,14,79,6
449250,254,79,14
449269,,,24
449302,2,50,5
449311,43,74,20
449320,120,82,33
449339,387,76,21
449348,1,100,5
449357,32,53,15
449366,,,9
449384,3,100,4
449393,12,75,16
449436,128,79,12
449445,64,89,15
449454,7,86,12
449463,14,86,7
449472,28,68,5
449490,55,73,13
449506,94,91,21
449524,26,77,16
449533,,,15
449597,12,75,9
449603,86,91,14
449612,26,85,16
449658,28,86,17
449667,11,73,4
449676,,,6
449685,117,73,19
449700,195,72,27
449719,78,77,14
449728,5,20,20
449746,42,95,12
449764,27,48,9
449773,,,19
449782,28,79,12
449791,,,9
449807,53,81,20
449816,9,67,8
449852,34,97,20
449861,46,70,10
449870,19,58,10
449898,6,83,8
449904,75,52,10
449931,2,100,7
449959,25,96,15
449968,50,86,15
449977,34,85,15
449986,67,79,15
449995,29,83,15
450003,65,48,16
450021,149,34,10
450049,38,37,16
450058,36,64,28
450067,94,56,17
450076,142,52,36
450085,122,44,18
450094,82,55,20
450119,62,79,16
450128,206,75,16
450146,2,100,11
450173,3296,49,35
450182,114,68,18
450191,26,46,8
450207,,,19
450216,2,100,23
450225,0,,21
450234,0,,8
450243,0,,23
450252,0,,19
450261,0,,23
450270,0,,12
450289,35,40,9
450298,1,0,28
450377,2,0,21
450395,15,93,11
450401,107,73,15
450429,2,50,11
450447,,,11
450456,11,18,8
450465,5,80,19
450483,18,33,13
450526,6,50,13
450535,7,43,12
450544,3,0,13
450571,8,25,18
450580,18,61,15
450599,55,56,22
450605,40,65,22
450614,39,59,16
450623,20,85,14
450632,,,6
450641,19,83,9
450650,32,88,7
450669,11,73,13
450678,14,86,20
450696,62,76,55
450702,42,69,42
450720,19,74,26
450739,18,78,13
450757,14,77,17
450766,,,7
450784,16,63,7
450793,31,84,14
450809,20,15,4
450818,18,72,9
450827,33,55,10
450836,42,36,11
450845,6,83,5
450854,24,54,10
450863,16,69,8
450872,20,65,7
450881,15,47,5
450933,249,43,36
450951,24,83,12
450960,173,79,13
450979,64,25,17
450988,69,90,21
451006,23,78,9
451015,,,7
451033,,,12
451042,15,87,5
451051,,,8
451060,43,65,13
451097,27,85,16
451103,172,83,22
451121,10,100,7
451149,96,76,20
451158,38,89,20
451167,10,100,4
451194,,,4
451219,,,5
451228,,,35
451237,29,86,7
451255,13,69,10
451264,,,18
451282,21,57,12
451291,,,4
451307,8,75,19
451316,15,53,12
451334,21,95,14
451343,5,40,22
451352,65,65,11
451361,,,2
451370,8,75,9
451398,54,85,23
451404,68,84,12
451413,8,88,9
451459,,,10
451468,14,86,14
451477,,,42
451495,6,83,23
451501,45,60,24
451529,9,56,10
451538,105,82,15
451547,22,82,25
451556,75,88,19
451565,25,80,12
451574,87,80,15
451583,27,74,8
451617,9,67,9
451626,32,88,11
451635,12,83,10
451644,10,80,20
451653,19,89,8
451662,19,32,14
451671,80,75,12
451699,2,100,15
451705,2,50,11
451714,62,76,18
451741,11,27,31
451750,1,,10
451769,5,80,12
451796,140,51,19
451820,156,46,19
451848,40,65,12
451857,78,67,18
451866,108,59,11
451875,1,0,13
451884,0,,13
451909,96,60,34
451918,24,63,16
451936,1,100,13
451945,0,,10
451954,0,,16
451963,0,,21
451972,0,,12
451981,0,,11
451990,1,0,14
452009,6,83,12
452018,74,41,11
452027,75,52,17
452036,77,84,32
452045,91,71,31
452054,90,57,34
452063,142,58,38
452072,43,86,18
452081,79,75,26
452090,0,,9
452106,28,100,11
452115,56,55,11
452124,69,57,18
452373,42,36,11
452540,,,10
452771,,,9
452780,,,9
452887,15,93,12
452948,22,55,12
453075,11,36,7
453109,105,70,10
453163,9,44,25
453215,3,100,17
453297,2,100,9
453455,4,50,5
453464,15,33,5
453473,12,25,5
453482,4,50,7
453552,60,80,23
453570,18,78,24
453747,36,75,16
453756,65,48,9
453817,68,76,20
454078,17,71,10
454175,134,70,20
454184,125,62,16
454227,13,54,35
454236,13,77,12
454245,5,80,12
454306,117,67,30
454315,24,63,8
454324,21,67,7
454333,23,43,6
454342,22,36,6
454351,34,62,12
454360,34,59,14
454379,41,61,15
454388,23,43,8
454397,38,53,10
454458,15,67,37
454467,25,64,9
454476,11,82,6
454485,10,40,4
454494,18,28,6
454500,26,50,7
454519,22,32,11
454528,17,71,5
454537,57,96,8
454546,25,72,8
454555,55,62,10
454573,87,52,9
454582,0,,3
454591,2,50,8
454607,30,80,9
454616,33,61,10
454625,22,68,9
454652,20,90,20
454698,229,80,12
454704,20,75,19
454722,5,100,25
454740,4,25,14
454759,0,,8
454768,11,91,20
454777,14,86,14
454786,23,70,9
454795,31,100,33
454801,30,77,16
454810,111,95,15
454829,0,,5
454847,57,89,17
454856,0,,16
454865,41,78,15
454874,19,88,14
454883,76,62,25
454892,11,100,10
454908,8,88,7
454917,161,83,18
454926,41,85,18
454935,56,95,10
454944,21,57,12
454953,,,14
454962,16,100,11
454971,20,80,14
454980,9,78,13
454999,8,63,13
455008,19,63,12
455017,4,75,5
455026,0,,6
455035,13,77,2
455053,4,75,16
455062,3,67,20
455071,,,20
455080,11,45,16
455105,12,92,11
455114,829,52,24
455141,69,80,9
455187,63,92,25
455196,113,67,20
455202,9,89,12
455211,16,94,9
455220,58,22,15
455239,20,65,10
455257,69,97,27
455275,128,79,12
455284,33,67,12
455293,8,75,10
455327,,,18
455336,172,96,14
455345,25,72,8
455354,63,71,12
455381,5,100,11
455390,29,62,13
455424,130,75,20
455460,20,50,27
455479,99,62,27
455488,84,60,22
455512,195,62,23
455549,19,42,17
455558,71,52,26
455567,85,54,57
455585,0,,9
455600,0,,9
455619,0,,9
455628,71,44,28
455655,126,46,15
455664,,,5
455673,2,50,5
455707,,,12
455716,55,60,13
455725,227,70,10
455734,78,73,12
455752,20,80,20
455761,14,64,15
455770,20,65,11
455798,12,92,10
455831,32,31,15
455840,45,71,10
455859,34,85,11
455868,20,90,22
455877,106,92,10
455886,15,100,11
455895,10,80,16
455901,31,94,10
455910,,,4
455929,12,83,10
455947,113,97,13
455956,57,74,29
455965,36,89,10
455974,,,15
455983,168,79,10
456001,41,68,5
456010,18,44,11
456029,14,71,20
456038,230,72,25
456056,0,,9
456065,26,77,20
456074,16,75,20
456092,12,75,16
456126,33,70,17
456135,22,64,11
456144,77,93,7
456153,120,94,15
456180,22,91,13
456205,87,41,14
456214,,,20
456287,24,92,14
456296,49,31,18
456302,73,70,25
456320,79,60,16
456339,97,61,24
456348,334,27,25
456357,79,65,19
456366,62,68,17
456375,52,56,13
456393,88,37,19
456409,0,,11
456418,33,52,12
456427,0,,27
456436,0,,15
456445,1,100,23
456454,28,71,15
456481,2,100,6
456490,1,0,5
456506,40,68,20
456515,57,81,22
456551,18,89,13
456560,19,74,12
456588,6,50,15
456597,32,72,14
456612,0,,10
456621,0,,12
456719,24,50,9
456728,8,75,4
456737,43,47,11
456746,25,56,9
456755,11,64,6
456764,29,55,9
456773,16,38,8
456782,3,67,19
456791,0,,12
456807,0,,9
456816,2,0,10
456825,21,67,13
456834,4,25,18
456861,196,73,18
456922,100,69,19
456931,90,48,18
456940,88,48,29
456959,155,81,11
456968,11,82,20
456977,44,66,18
457004,4,100,5
457022,0,,13
457031,14,93,13
457077,106,57,11
457086,12,75,15
457101,28,71,30
457110,8,88,16
457129,2,100,10
457174,126,60,18
457183,,,10
457192,30,50,15
457208,6,83,12
457226,0,,7
457244,10,90,14
457253,1,0,13
457299,0,,15
457314,32,28,11
457323,33,88,14
457332,9,100,7
457341,15,93,11
457350,,,3
457378,27,89,10
457387,39,87,17
457396,32,81,22
457402,0,,4
457411,30,77,12
457420,9,89,4
457439,3,67,1
457448,23,74,15
457457,16,63,13
457466,11,82,15
457475,33,94,13
457484,8,71,13
457493,10,100,10
457509,8,75,13
457527,5,80,24
457536,21,94,15
457545,29,83,15
457554,12,75,12
457563,51,94,19
457572,13,77,14
457581,17,76,12
457590,0,,35
457606,33,45,12
457615,,,10
457624,27,81,8
457633,52,79,11
457642,22,86,23
457651,10,90,8
457679,6,67,10
457688,0,,14
457697,0,,6
457703,3,67,20
457721,12,100,12
457730,148,93,25
457749,17,82,13
457758,36,83,25
457767,74,74,17
457776,6,83,15
457785,113,86,24
457794,0,,25
457800,83,18,21
457819,,,10
457828,32,81,20
457837,23,74,12
457846,0,,8
457855,25,76,12
457864,30,80,15
457873,,,10
457891,25,84,6
457916,24,92,8
457925,15,60,6
457943,94,80,4
457952,30,97,11
457961,40,88,7
457989,24,63,13
457998,14,82,12
458007,26,73,15
458016,96,93,15
458025,,,4
458034,14,21,8
458043,7,100,15
458052,0,,11
458061,8,25,35
458070,11,100,15
458098,15,67,15
458104,20,70,10
458113,1,100,7
458122,0,,20
458131,83,84,15
458140,13,77,11
458168,50,80,7
458177,20,75,7
458186,56,82,33
458195,1,100,5
458210,22,77,17
458229,12,67,18
458247,79,70,20
458256,0,,16
458265,204,75,18
458274,35,91,15
458283,94,64,21
458292,18,33,7
458317,38,68,9
458326,19,37,7
458335,43,44,9
458344,10,30,3
458353,10,80,5
458362,27,59,9
458380,58,34,28
458399,34,44,20
458405,186,60,22
458414,,,20
458423,,,10
458432,0,,9
458441,88,58,14
458469,85,56,30
458478,68,72,20
458487,5,80,15
458496,76,70,21
458502,0,,22
458557,0,,8
458593,0,,12
458681,34,47,26
458690,135,65,33
458706,48,60,23
458715,30,60,8
458733,5,80,13
458742,4,50,11
458751,1,100,9
458760,0,,10
458779,0,,8
458797,52,71,20
458803,46,65,15
458812,13,85,13
458821,63,52,26
458830,61,56,21
458849,32,81,21
458858,46,54,19
458867,80,69,19
458885,0,,16
458919,25,28,24
458937,1,100,10
458955,1,0,9
458964,11,45,26
458973,7,29,16
458982,111,43,19
458991,1,0,12
459000,39,62,17
459019,47,40,20
459028,24,58,
459037,28,54,20
459046,31,58,15
459055,44,84,13
459064,25,64,19
459073,31,52,13
459091,9,78,14
459107,1,0,11
459116,19,68,15
459125,15,60,9
459134,11,91,5
459143,11,82,10
459152,13,8,11
459161,8,100,18
459170,33,89,9
459189,8,100,10
459198,32,81,15
459204,0,,16
459213,36,86,11
459222,,,31
459231,64,72,12
459259,17,41,11
459268,13,46,13
459277,102,75,20
459286,36,42,15
