UNITID,EFYTOTLT
439817,205
439817,205
439826,409
439826,409
439844,83
439844,83
439862,91
439862,87
439862,4
439871,145
439871,145
439899,59
439899,59
439905,91
439905,91
439914,58
439914,58
439932,38
439932,38
439969,228
439969,65
439969,163
439978,113
439978,113
439996,129
439996,129
440004,41
440004,41
440031,212
440031,212
440059,837
440059,837
440077,96
440077,96
440086,490
440086,490
440101,296
440101,296
440147,620
440147,620
440165,360
440165,360
440174,137
440174,137
440217,34
440217,34
440226,134
440226,134
440262,671
440262,671
440271,547
440271,547
440299,1309
440299,1309
440323,431
440323,431
440332,562
440332,562
440341,2156
440341,2156
440369,1181
440369,1181
440396,193
440396,155
440396,38
440402,3955
440402,3955
440411,274
440411,20
440411,254
440420,316
440420,271
440420,45
440457,591
440457,564
440457,27
440466,528
440466,484
440466,44
440484,1481
440484,1481
440642,662
440642,662
440651,1767
440651,1767
440721,643
440721,643
440730,1044
440730,1044
440749,558
440749,558
440758,505
440758,505
440767,1075
440767,1075
440776,34
440776,34
440794,543
440794,543
440800,34
440800,34
440819,155
440819,155
440828,1194
440828,992
440828,202
440855,294
440855,294
440873,1313
440873,1313
440882,282
440882,282
440891,361
440891,361
440907,1132
440907,1132
440916,695
440916,695
440925,534
440925,534
440952,606
440952,606
440989,1242
440989,1242
441016,1070
441016,1070
441025,1328
441025,1328
441052,2595
441052,2595
441070,194
441070,194
441089,1825
441089,1825
441104,352
441104,352
441131,285
441131,285
441168,136
441168,136
441195,62
441195,62
441201,252
441201,252
441210,576
441210,576
441229,1397
441229,1397
441238,82
441238,82
441256,150
441256,150
441274,190
441274,190
441308,3511
441308,3511
441317,46
441317,46
441335,67
441335,67
441353,16
441353,16
441362,787
441362,787
441371,592
441371,592
441380,373
441380,373
441405,145
441405,145
441414,625
441414,625
441423,549
441423,549
441441,389
441441,389
441478,309
441478,126
441478,183
441487,224
441487,224
441496,191
441496,191
441502,628
441502,628
441511,932
441511,694
441511,238
441548,141
441548,141
441575,1282
441575,1282
441593,49
441593,49
441609,125
441609,125
441618,50
441618,50
441627,31
441627,31
441636,433
441636,433
441645,213
441645,213
441663,545
441663,545
441672,72
441672,72
441690,463
441690,420
441690,43
441706,222
441706,222
441742,1413
441742,1413
441751,26
441751,26
441760,3827
441760,3827
441779,122
441779,122
441788,627
441788,627
441830,136
441830,136
441858,312
441858,312
441876,361
441876,361
441885,545
441885,545
441894,5
441894,5
441900,4714
441900,4714
441919,767
441919,767
441928,1082
441928,1082
441937,5631
441937,5399
441937,232
441955,1266
441955,1266
441964,873
441964,873
441973,2400
441973,2400
441982,371
441982,371
442037,465
442037,465
442046,795
442046,795
442064,98
442064,98
442073,959
442073,959
442134,931
442134,931
442161,1361
442161,1251
442161,110
442204,313
442204,313
442213,63
442213,63
442222,784
442222,418
442222,366
442231,1356
442231,1356
442240,388
442240,388
442295,333
442295,333
442329,1280
442329,1280
442338,786
442338,786
442347,637
442347,637
442356,1709
442356,1709
442383,335
442383,335
442392,152
442392,152
442408,388
442408,388
442426,568
442426,568
442435,48
442435,48
442523,72
442523,72
442569,19381
442569,16866
442569,2515
442578,271
442578,271
442602,957
442602,957
442611,2106
442611,2106
442620,547
442620,547
442639,102
442639,86
442639,16
442657,439
442657,439
442718,673
442718,673
442727,1456
442727,1456
442736,549
442736,549
442745,565
442745,565
442781,369
442781,369
442790,1642
442790,1642
442806,1292
442806,1292
442815,602
442815,602
442842,298
442842,123
442842,175
442879,1505
442879,1505
442888,205
442888,205
442897,218
442897,171
442897,47
442930,1462
442930,1446
442930,16
442949,117
442949,117
442958,75
442958,75
442967,215
442967,215
442976,185
442976,185
442985,120
442985,120
443021,219
443021,219
443030,78
443030,78
443049,468
443049,216
443049,252
443058,40
443058,40
443076,239
443076,6
443076,233
443100,268
443100,268
443128,2499
443128,2499
443137,407
443137,407
443146,237
443146,237
443173,58
443173,58
443207,600
443207,600
443216,314
443216,314
443225,95
443225,95
443234,423
443234,423
443252,1223
443252,1223
443261,385
443261,385
443270,410
443270,410
443289,164
443289,164
443298,267
443298,267
443322,506
443322,506
443331,2069
443331,1902
443331,167
443340,88
443340,88
443359,182
443359,182
443377,226
443377,226
443410,1016
443410,909
443410,107
443438,330
443438,330
443483,221
443483,221
443492,3364
443492,3364
443526,1107
443526,1107
443535,642
443535,642
443544,591
443544,544
443544,47
443562,2591
443562,2480
443562,111
443571,130
443571,130
443599,737
443599,549
443599,188
443623,1551
443623,1551
443632,250
443632,250
443641,272
443641,272
443650,935
443650,935
443669,653
443669,653
443678,130
443678,130
443687,785
443687,785
443696,31
443696,31
443702,17
443702,17
443748,901
443748,901
443766,3339
443766,2239
443766,1100
443784,3739
443784,2760
443784,979
443827,721
443827,721
443836,660
443836,660
443845,461
443845,461
443854,1059
443854,1059
443942,155
443942,155
443951,173
443951,173
443979,98
443979,98
444024,1518
444024,1518
444042,2355
444042,2355
444051,177
444051,177
444079,180
444079,180
444088,569
444088,569
444103,30
444103,30
444121,99
444121,99
444130,14692
444130,337
444130,14355
444158,37823
444158,32876
444158,4947
444167,5157
444167,5149
444167,8
444194,306
444194,306
444200,735
444200,735
444219,11254
444219,11254
444228,49
444228,49
444237,863
444237,863
444255,348
444255,348
444264,190
444264,190
444282,222
444282,222
444291,208
444291,208
444307,180
444307,180
444316,256
444316,256
444325,193
444325,193
444334,52
444334,52
444343,274
444343,274
444352,130
444352,130
444361,127
444361,127
444370,178
444370,178
444398,269
444398,269
444404,71
444404,71
444413,123
444413,106
444413,17
444422,232
444422,232
444440,128
444440,128
444468,39
444468,39
444486,598
444486,598
444510,258
444510,258
444529,151
444529,151
444547,45
444547,45
444556,313
444556,313
444565,551
444565,551
444574,1577
444574,1577
444583,1121
444583,1121
444592,63
444592,63
444608,86
444608,86
444635,80
444635,80
444644,61
444644,61
444653,80
444653,80
444662,71
444662,71
444671,399
444671,399
444680,284
444680,284
444699,59
444699,59
444705,29
444705,29
444714,915
444714,915
444723,4342
444723,2753
444723,1589
444732,308
444732,308
444769,419
444769,419
444778,223
444778,161
444778,62
444787,175
444787,175
444796,271
444796,271
444811,476
444811,476
444857,86
444857,86
444866,373
444866,373
444893,761
444893,761
444909,25
444909,25
444927,626
444927,626
444936,50
444936,50
444945,673
444945,673
444954,3471
444954,3471
444972,158
444972,158
444990,640
444990,640
445027,23783
445027,20527
445027,3256
445072,864
445072,864
445081,431
445081,431
445090,1058
445090,1058
445115,862
445115,862
445124,441
445124,441
445133,740
445133,614
445133,126
445142,87
445142,87
445188,6508
445188,6146
445188,362
445197,779
445197,779
445203,868
445203,868
445212,388
445212,388
445221,96
445221,96
445230,1708
445230,1708
445249,597
445249,597
445258,344
445258,344
445267,6535
445267,6221
445267,314
445276,798
445276,798
445300,659
445300,659
445319,286
445319,245
445319,41
445328,465
445328,465
445346,504
445346,504
445364,633
445364,633
445373,658
445373,658
445382,564
445382,564
445391,285
445391,264
445391,21
445434,1089
445434,1089
445461,1583
445461,1583
445470,420
445470,420
445498,87
445498,87
445504,116
445504,116
445540,108
445540,108
445559,539
445559,539
445577,486
445577,486
445638,64
445638,64
445647,132
445647,132
445656,218
445656,218
445665,354
445665,354
445683,72
445683,72
445692,421
445692,421
445708,2549
445708,2549
445726,478
445726,478
445735,1382
445735,300
445735,1082
445744,696
445744,696
445753,145
445753,145
445762,208
445762,208
445771,386
445771,386
445780,76
445780,76
445799,2220
445799,2220
445814,929
445814,929
445841,193
445841,193
445850,184
445850,184
445869,85
445869,85
445896,28
445896,28
445911,945
445911,945
445920,486
445920,486
445939,175
445939,175
445948,372
445948,372
445957,405
445957,405
445984,80
445984,80
445993,524
445993,524
446002,69
446002,69
446039,46
446039,46
446048,1028
446048,940
446048,88
446057,158
446057,158
446075,30
446075,30
446084,318
446084,318
446093,255
446093,255
446109,239
446109,239
446118,921
446118,921
446127,269
446127,269
446136,832
446136,832
446145,68
446145,68
446163,69
446163,69
446190,30
446190,30
446206,50
446206,50
446215,53
446215,53
446224,68
446224,68
446233,219
446233,219
446242,377
446242,377
446251,119
446251,119
446260,220
446260,220
446288,149
446288,149
446303,147
446303,147
446349,13
446349,13
446385,222
446385,222
446394,130
446394,94
446394,36
446400,164
446400,164
446446,126
446446,126
446455,73
446455,73
446464,70
446464,70
446516,88
446516,88
446525,174
446525,174
446534,119
446534,119
446543,55
446543,55
446552,2244
446552,2244
446561,1434
446561,1396
446561,38
446570,28
446570,28
446589,148
446589,148
446598,51
446598,51
446604,1567
446604,1567
446613,21
446613,21
446640,696
446640,358
446640,338
446668,1182
446668,1182
446677,198
446677,198
446729,73
446729,51
446729,22
446774,6208
446774,6208
446792,708
446792,708
446808,534
446808,534
446817,160
446817,160
446835,1032
446835,1032
446844,736
446844,736
446880,725
446880,725
446899,733
446899,733
446905,767
446905,767
446914,1048
446914,1048
446923,886
446923,886
446932,679
446932,679
446996,115
446996,115
447014,493
447014,493
447023,842
447023,842
447050,845
447050,625
447050,220
447069,705
447069,705
447102,779
447102,779
447120,529
447120,529
447148,374
447148,374
447166,131
447166,131
447175,207
447175,207
447209,800
447209,800
447218,772
447218,772
447227,865
447227,865
447236,598
447236,598
447245,865
447245,865
447254,27
447254,27
447263,1458
447263,1458
447272,937
447272,491
447272,446
447290,1500
447290,1500
447315,87
447315,87
447324,175
447324,175
447333,83
447333,83
447342,83
447342,83
447360,386
447360,386
447379,241
447379,241
447403,1466
447403,1466
447421,492
447421,492
447430,247
447430,247
447449,70
447449,70
447458,842
447458,842
447467,488
447467,488
447476,140
447476,140
447494,500
447494,500
447519,517
447519,517
447528,161
447528,161
447582,3439
447582,3439
447591,357
447591,357
447625,323
447625,323
447634,617
447634,617
447670,364
447670,364
447689,12361
447689,12361
447698,172
447698,172
447704,101
447704,101
447713,121
447713,121
447722,152
447722,152
447731,246
447731,246
447759,315
447759,315
447768,2638
447768,2638
447777,1024
447777,1024
447795,30
447795,30
447801,353
447801,353
447810,472
447810,472
447847,223
447847,223
447856,121
447856,121
447865,56
447865,56
447874,392
447874,392
447883,250
447883,250
447892,282
447892,282
447908,42
447908,42
447917,105
447917,105
447935,520
447935,520
447953,463
447953,429
447953,34
447962,277
447962,277
447971,96
447971,96
447980,127
447980,127
447999,226
447999,226
448008,29
448008,29
448017,157
448017,157
448026,158
448026,158
448035,60
448035,60
448044,19
448044,19
448053,72
448053,72
448071,402
448071,402
448105,42
448105,42
448114,792
448114,792
448123,345
448123,345
448141,64
448141,64
448150,186
448150,186
448196,317
448196,317
448202,82
448202,82
448211,71
448211,71
448220,61
448220,61
448239,176
448239,176
448248,2516
448248,2516
448257,32
448257,32
448275,29
448275,29
448284,3052
448284,1156
448284,1896
448309,1443
448309,1187
448309,256
448345,1254
448345,1254
448354,228
448354,228
448406,267
448406,267
448415,1412
448415,1412
448424,154
448424,154
448433,2689
448433,2689
448442,717
448442,717
448451,743
448451,743
448460,372
448460,372
448479,816
448479,816
448488,654
448488,654
448497,429
448497,429
448503,760
448503,760
448512,913
448512,913
448567,1009
448567,939
448567,70
448576,3326
448576,3326
448585,703
448585,703
448594,5930
448594,5930
448600,487
448600,487
448619,493
448619,493
448628,572
448628,572
448646,331
448646,331
448664,799
448664,799
448673,2757
448673,2757
448691,95
448691,95
448707,333
448707,333
448716,358
448716,358
448734,633
448734,238
448734,395
448752,544
448752,544
448761,198
448761,198
448770,455
448770,455
448789,14
448789,14
448798,126
448798,126
448804,476
448804,476
448822,29
448822,26
448822,3
448840,5273
448840,4570
448840,703
448859,216
448859,216
448886,11861
448886,9632
448886,2229
448895,736
448895,736
448974,625
448974,625
448983,683
448983,683
449010,1357
449010,1357
449038,4822
449038,3402
449038,1420
449074,1473
449074,1473
449083,327
449083,327
449092,378
449092,378
449117,686
449117,686
449126,365
449126,365
449135,507
449135,507
449144,256
449144,256
449153,210
449153,210
449162,113
449162,113
449171,162
449171,162
449180,123
449180,123
449199,123
449199,123
449205,78
449205,78
449214,71
449214,71
449223,129
449223,129
449232,115
449232,115
449241,87
449241,87
449250,397
449250,397
449269,1148
449269,1148
449302,70
449302,70
449311,354
449311,354
449320,1013
449320,1013
449339,115131
449339,94399
449339,20732
449348,144
449348,120
449348,24
449357,162
449357,162
449366,695
449366,695
449375,412
449375,412
449384,783
449384,783
449393,98
449393,98
449436,327
449436,327
449445,91
449445,91
449454,129
449454,129
449463,85
449463,85
449472,98
449472,98
449490,261
449490,261
449506,748
449506,748
449524,381
449524,381
449533,195
449533,195
449597,75
449597,75
449603,247
449603,247
449612,286
449612,286
449658,164
449658,164
449667,239
449667,239
449676,223
449676,223
449685,387
449685,387
449700,645
449700,645
449719,280
449719,280
449728,69
449728,69
449746,376
449746,376
449764,119
449764,119
449773,363
449773,363
449782,96
449782,96
449791,366
449791,366
449807,264
449807,264
449816,807
449816,807
449852,90
449852,90
449861,356
449861,356
449870,370
449870,126
449870,244
449889,4763
449889,4763
449898,1618
449898,1096
449898,522
449904,418
449904,418
449922,222
449922,222
449931,1696
449931,1122
449931,574
449959,321
449959,321
449968,462
449968,462
449977,341
449977,341
449986,429
449986,429
449995,275
449995,275
450003,454
450003,454
450021,525
450021,525
450049,690
450049,690
450058,1005
450058,1005
450067,784
450067,784
450076,924
450076,924
450085,889
450085,889
450094,1680
450094,1680
450119,490
450119,490
450128,588
450128,588
450146,84
450146,84
450173,18592
450173,18592
450182,837
450182,837
450191,844
450191,844
450207,461
450207,461
450216,1269
450216,1269
450225,781
450225,781
450234,476
450234,476
450243,992
450243,992
450252,1316
450252,1316
450261,449
450261,449
450270,563
450270,563
450289,762
450289,762
450298,541
450298,410
450298,131
450304,232
450304,232
450377,1443
450377,780
450377,663
450395,245
450395,245
450401,531
450401,531
450429,238
450429,238
450447,258
450447,258
450456,454
450456,415
450456,39
450465,778
450465,778
450483,409
450483,391
450483,18
450526,1085
450526,633
450526,452
450535,827
450535,350
450535,477
450544,734
450544,426
450544,308
450571,2117
450571,2117
450580,134
450580,134
450599,210
450599,210
450605,218
450605,218
450614,194
450614,194
450623,163
450623,163
450632,250
450632,250
450641,192
450641,192
450650,345
450650,345
450669,126
450669,126
450678,307
450678,307
450696,757
450696,757
450702,759
450702,759
450720,316
450720,316
450739,241
450739,241
450757,147
450757,147
450766,284
450766,61
450766,223
450784,121
450784,121
450793,206
450793,206
450809,81
450809,81
450818,90
450818,90
450827,174
450827,174
450836,200
450836,200
450845,60
450845,60
450854,131
450854,131
450863,79
450863,79
450872,135
450872,135
450881,81
450881,81
450933,37041
450933,27337
450933,9704
450942,1199
450942,1199
450951,216
450951,216
450960,212
450960,212
450979,12525
450979,7281
450979,5244
450988,380
450988,380
451006,218
451006,218
451015,406
451015,406
451033,23
451033,23
451042,95
451042,95
451051,102
451051,102
451060,494
451060,435
451060,59
451079,85
451079,85
451097,156
451097,156
451103,1156
451103,1156
451121,188
451121,188
451130,244
451130,244
451149,975
451149,975
451158,983
451158,983
451167,161
451167,161
451194,49
451194,49
451219,25
451219,25
451228,341
451228,341
451237,65
451237,65
451255,101
451255,101
451264,277
451264,277
451282,302
451282,302
451291,33
451291,33
451307,95
451307,95
451316,136
451316,136
451334,161
451334,161
451343,230
451343,230
451352,631
451352,631
451361,35
451361,35
451370,89
451370,89
451398,203
451398,203
451404,316
451404,316
451413,337
451413,337
451459,203
451459,203
451468,292
451468,292
451477,428
451477,428
451495,77
451495,77
451501,261
451501,261
451510,566
451510,566
451529,91
451529,91
451538,217
451538,217
451547,47
451547,47
451556,2223
451556,2223
451565,252
451565,252
451574,235
451574,235
451583,572
451583,572
451617,56
451617,56
451626,173
451626,173
451635,63
451635,63
451644,16
451644,16
451653,40
451653,40
451662,16826
451662,16826
451671,2240
451671,2053
451671,187
451699,1653
451699,1653
451705,111
451705,111
451714,423
451714,423
451741,1035
451741,1035
451750,1363
451750,1363
451769,513
451769,513
451796,1514
451796,1514
451820,1918
451820,1918
451848,758
451848,758
451857,509
451857,509
451866,582
451866,582
451875,408
451875,408
451884,558
451884,558
451909,782
451909,782
451918,247
451918,247
451936,518
451936,518
451945,729
451945,729
451954,384
451954,384
451963,761
451963,761
451972,495
451972,495
451981,326
451981,326
451990,846
451990,846
452009,80
452009,80
452018,700
452018,700
452027,1096
452027,1096
452036,554
452036,554
452045,662
452045,662
452054,731
452054,731
452063,1236
452063,1236
452072,223
452072,223
452081,828
452081,828
452090,363
452090,157
452090,206
452106,135
452106,135
452115,1246
452115,1246
452124,569
452124,569
452373,1009
452373,1009
452771,30
452771,30
452780,31
452780,31
452887,37
452887,37
452948,847
452948,847
452984,22
452984,22
453075,81
453075,81
453109,347
453109,347
453163,6319
453163,3895
453163,2424
453215,1269
453215,966
453215,303
453297,48
453297,48
453455,283
453455,283
453464,290
453464,290
453473,283
453473,283
453482,159
453482,159
453552,521
453552,521
453570,78
453570,78
453747,367
453747,367
453756,161
453756,161
453792,739
453792,739
453817,315
453817,315
454078,78
454078,78
454175,806
454175,806
454184,533
454184,533
454227,22975
454227,17651
454227,5324
454236,1013
454236,1013
454245,775
454245,775
454306,523
454306,523
454315,138
454315,138
454324,110
454324,110
454333,136
454333,136
454342,146
454342,146
454351,221
454351,221
454360,241
454360,241
454379,193
454379,193
454388,150
454388,150
454397,194
454397,194
454458,235
454458,235
454467,147
454467,147
454476,88
454476,88
454485,37
454485,37
454494,102
454494,102
454500,160
454500,160
454519,186
454519,186
454528,103
454528,103
454537,90
454537,90
454546,171
454546,171
454555,312
454555,312
454573,409
454573,409
454582,836
454582,712
454582,124
454591,200
454591,200
454607,329
454607,329
454616,317
454616,317
454625,857
454625,857
454652,228
454652,228
454689,954
454689,4
454689,950
454698,573
454698,573
454704,36
454704,36
454722,57
454722,57
454740,360
454740,360
454759,40
454759,40
454768,270
454768,270
454777,311
454777,311
454786,1248
454786,1248
454795,358
454795,358
454801,88
454801,88
454810,578
454810,578
454829,1735
454829,496
454829,1239
454838,44
454838,44
454847,104
454847,104
454856,916
454856,916
454865,268
454865,268
454874,99
454874,99
454883,988
454883,988
454892,59
454892,59
454908,66
454908,66
454917,299
454917,299
454926,413
454926,413
454935,72
454935,72
454944,193
454944,193
454953,56
454953,56
454962,44
454962,44
454971,271
454971,271
454980,197
454980,197
454999,187
454999,187
455008,218
455008,218
455017,38
455017,38
455026,127
455026,127
455035,61
455035,61
455053,82
455053,82
455062,120
455062,120
455071,160
455071,160
455080,193
455080,193
455099,79
455099,79
455105,138
455105,138
455114,13944
455114,13944
455141,249
455141,249
455169,1505
455169,1505
455178,80
455178,80
455187,151
455187,151
455196,3078
455196,3078
455202,432
455202,432
455211,223
455211,223
455220,68
455220,68
455239,235
455239,235
455248,6
455248,6
455257,349
455257,349
455275,438
455275,438
455284,367
455284,367
455293,19
455293,19
455327,105
455327,105
455336,339
455336,339
455345,72
455345,72
455354,489
455354,489
455372,36
455372,36
455381,81
455381,81
455390,398
455390,398
455406,362
455406,362
455415,31
455415,31
455424,638
455424,638
455433,297
455433,297
455460,320
455460,320
455479,1097
455479,1097
455488,604
455488,604
455512,3783
455512,3783
455549,183
455549,183
455558,399
455558,399
455567,616
455567,616
455585,251
455585,251
455600,679
455600,679
455619,989
455619,989
455628,1095
455628,1095
455646,69
455646,69
455655,888
455655,888
455664,2664
455664,2664
455673,85
455673,85
455682,278
455682,278
455707,66
455707,66
455716,1279
455716,1279
455725,468
455725,468
455734,241
455734,241
455743,44
455743,44
455752,119
455752,119
455761,538
455761,538
455770,68
455770,68
455798,137
455798,137
455804,156
455804,156
455813,83
455813,83
455831,149
455831,149
455840,156
455840,156
455859,335
455859,335
455868,62
455868,62
455877,327
455877,327
455886,201
455886,201
455895,251
455895,251
455901,324
455901,324
455910,108
455910,108
455929,71
455929,71
455938,15
455938,15
455947,249
455947,249
455956,200
455956,200
455965,232
455965,232
455974,256
455974,256
455983,544
455983,544
455992,446
455992,446
456001,72
456001,72
456010,299
456010,299
456029,190
456029,190
456038,977
456038,977
456056,817
456056,817
456065,259
456065,259
456074,305
456074,305
456092,171
456092,171
456117,133
456117,133
456126,183
456126,183
456135,165
456135,165
456144,139
456144,139
456153,234
456153,234
456180,396
456180,396
456205,901
456205,901
456214,179
456214,179
456287,176
456287,176
456296,2299
456296,2299
456302,448
456302,448
456311,376
456311,376
456320,637
456320,637
456339,806
456339,806
456348,18583
456348,14604
456348,3979
456357,1040
456357,1040
456366,840
456366,840
456375,517
456375,517
456393,485
456393,485
456409,398
456409,398
456418,544
456418,544
456427,427
456427,427
456436,692
456436,692
456445,840
456445,840
456454,471
456454,471
456481,152
456481,79
456481,73
456490,144
456490,97
456490,47
456506,241
456506,241
456515,242
456515,242
456542,364
456542,364
456551,68
456551,68
456560,243
456560,243
456588,99
456588,99
456597,150
456597,150
456612,1120
456612,1120
456621,338
456621,290
456621,48
456719,153
456719,153
456728,73
456728,73
456737,188
456737,188
456746,159
456746,159
456755,59
456755,59
456764,151
456764,151
456773,100
456773,100
456782,391
456782,391
456791,1330
456791,1330
456807,254
456807,254
456816,327
456816,327
456825,150
456825,150
456834,355
456834,176
456834,179
456861,1116
456861,1116
456922,494
456922,494
456931,458
456931,458
456940,746
456940,746
456959,504
456959,504
456968,382
456968,382
456977,222
456977,222
457004,169
457004,169
457022,394
457022,394
457031,83
457031,83
457077,679
457077,679
457086,287
457086,287
457101,431
457101,431
457110,454
457110,454
457129,1016
457129,1016
457174,624
457174,624
457183,184
457183,184
457192,154
457192,154
457208,127
457208,127
457226,76
457226,76
457244,99
457244,99
457253,74
457253,74
457271,64
457271,64
457280,135
457280,135
457299,215
457299,215
457314,247
457314,247
457323,415
457323,415
457332,45
457332,45
457341,187
457341,187
457350,57
457350,57
457378,195
457378,195
457387,434
457387,434
457396,220
457396,220
457402,68
457402,51
457402,17
457411,426
457411,426
457420,178
457420,178
457439,96
457439,96
457448,227
457448,227
457457,56
457457,56
457466,108
457466,108
457475,147
457475,147
457484,161
457484,137
457484,24
457493,39
457493,39
457509,46
457509,46
457527,583
457527,583
457536,317
457536,317
457545,176
457545,176
457554,67
457554,67
457563,243
457563,243
457572,164
457572,164
457581,234
457581,234
457590,57
457590,57
457606,65
457606,65
457615,55
457615,55
457624,32
457624,32
457633,297
457633,297
457642,93
457642,93
457651,161
457651,161
457679,47
457679,47
457688,2188
457688,2178
457688,10
457697,118
457697,118
457703,145
457703,145
457721,51
457721,51
457730,699
457730,699
457749,152
457749,152
457758,631
457758,631
457767,298
457767,298
457776,148
457776,148
457785,179
457785,179
457794,137
457794,137
457800,875
457800,875
457819,1042
457819,1042
457828,243
457828,243
457837,230
457837,230
457846,84
457846,84
457855,182
457855,182
457864,198
457864,198
457873,279
457873,279
457891,56
457891,56
457916,126
457916,126
457925,24
457925,24
457943,106
457943,106
457952,367
457952,367
457961,85
457961,85
457989,50
457989,50
457998,54
457998,54
458007,79
458007,79
458016,116
458016,116
458025,11
458025,11
458034,62
458034,62
458043,159
458043,159
458052,79
458052,79
458061,98
458061,98
458070,402
458070,402
458098,133
458098,133
458104,141
458104,141
458113,62
458113,62
458122,4
458122,4
458131,467
458131,467
458140,71
458140,71
458159,154
458159,154
458168,95
458168,95
458177,110
458177,110
458186,505
458186,505
458195,17
458195,17
458210,1974
458210,1974
458229,1468
458229,1468
458247,400
458247,400
458256,1603
458256,1603
458265,1265
458265,1265
458274,514
458274,514
458283,845
458283,845
458292,107
458292,107
458317,158
458317,158
458326,99
458326,99
458335,237
458335,237
458344,83
458344,83
458353,86
458353,86
458362,126
458362,126
458380,545
458380,545
458399,66
458399,66
458405,1952
458405,1952
458414,2669
458414,2669
458423,130
458423,130
458432,398
458432,398
458441,981
458441,981
458469,1416
458469,1416
458478,507
458478,507
458487,222
458487,222
458496,877
458496,877
458502,1326
458502,1326
458557,749
458557,749
458593,1035
458593,1035
458609,136
458609,136
458618,72
458618,72
458636,53
458636,53
458645,61
458645,61
458654,316
458654,316
458663,132
458663,132
458681,279
458681,279
458690,719
458690,719
458706,628
458706,628
458715,383
458715,383
458733,387
458733,387
458742,280
458742,280
458751,340
458751,340
458760,322
458760,322
458779,282
458779,282
458797,411
458797,411
458803,249
458803,249
458812,114
458812,114
458821,153
458821,153
458830,344
458830,344
458849,182
458849,182
458858,288
458858,288
458867,420
458867,420
458885,424
458885,271
458885,153
458919,8421
458919,5850
458919,2571
458937,318
458937,247
458937,71
458955,488
458955,309
458955,179
458964,3341
458964,2113
458964,1228
458973,2341
458973,1782
458973,559
458982,1643
458982,1643
458991,361
458991,361
459000,197
459000,197
459019,213
459019,213
459028,101
459028,101
459037,238
459037,238
459046,189
459046,189
459055,155
459055,155
459064,185
459064,185
459073,110
459073,110
459082,165
459082,165
459091,208
459091,208
459107,1050
459107,1050
459116,254
459116,254
459125,75
459125,75
459134,64
459134,64
459143,79
459143,79
459152,251
459152,251
459161,405
459161,405
459170,110
459170,110
459189,139
459189,139
459198,392
459198,392
459204,1063
459204,1063
459213,1587
459213,1587
459222,124
459222,44
459222,80
459231,405
459231,405
459259,1154
459259,1056
459259,98
459268,1359
459268,1190
459268,169
459277,689
459277,689
459286,345
459286,345
459295,124
459295,124
459301,231
459301,231
459310,150
459310,150
459329,313
459329,313
459338,82
459338,82
459347,46
459347,46
459356,133
459356,133
459365,98
459365,98
459374,206
459374,206
459392,161
459392,161
459408,56
459408,56
459417,87
459417,87
459426,131
459426,131
459435,43
459435,43
459444,84
459444,84
459453,206
459453,206
459462,510
459462,510
459471,39
459471,39
459480,41
459480,41
459499,29
459499,29
459514,135
459514,135
459523,42
459523,42
459532,153
459532,153
459541,42
459541,42
459550,243
459550,243
459569,35
459569,35
459578,229
459578,229
459587,635
459587,635
459596,675
459596,675
459602,429
459602,429
459611,439
459611,439
459620,43
459620,43
459639,811
459639,811
459648,355
459648,355
459657,469
459657,469
459666,617
459666,617
459675,483
459675,483
459684,154
459684,154
459693,660
459693,660
459709,805
459709,805
459718,1050
459718,1050
459727,493
459727,269
459727,224
459736,1520
459736,1520
459745,447
459745,447
459824,1416
459824,24
459824,1392
459833,114
459833,114
459842,714
459842,706
459842,8
459851,527
459851,515
459851,12
459930,1685
459930,1685
459958,594
459958,594
459967,669
459967,669
459985,590
459985,590
459994,9193
459994,6432
459994,2761
460002,114
460002,114
460011,241
460011,241
460020,817
460020,817
460039,1196
460039,1196
460048,1011
460048,1011
460057,48
460057,48
460066,116
460066,116
460075,594
460075,101
460075,493
460093,328
460093,328
460109,333
460109,333
460118,298
460118,298
460127,243
460127,243
460136,1533
460136,1533
460145,226
460145,226
460172,567
460172,567
460181,991
460181,991
460190,867
460190,867
460206,1207
460206,1207
460215,730
460215,730
460349,253
460349,199
460349,54
460358,883
460358,883
460367,718
460367,718
460385,56
460385,56
460394,12979
460394,12979
460446,355
460446,355
460455,111
460455,111
460464,13469
460464,13469
460473,18
460473,18
460482,522
460482,522
460516,249
460516,249
460525,377
460525,377
460534,726
460534,726
460543,1682
460543,1682
460552,153
460552,153
460561,81
460561,81
460570,437
460570,437
460589,485
460589,485
460598,1195
460598,1195
460604,42
460604,42
460613,1315
460613,1315
460631,119
460631,119
460640,67
460640,67
460659,162
460659,162
460677,866
460677,866
460695,249
460695,249
460701,314
460701,314
460710,255
460710,255
460729,2904
460729,2904
460738,5116
460738,2996
460738,2120
460747,518
460747,518
460756,508
460756,508
460765,95
460765,95
460774,1162
460774,1162
460783,407
460783,407
460808,45
460808,45
460817,1060
460817,1060
460826,843
460826,843
460835,1413
460835,1413
460844,771
460844,771
460853,906
460853,906
460862,483
460862,483
460871,552
460871,552
460899,556
460899,556
460905,102
460905,102
460914,285
460914,285
460923,1022
460923,1022
460932,102
460932,102
460941,52
460941,52
460950,110
460950,110
460969,198
460969,198
460978,251
460978,251
460987,113
460987,113
460996,161
460996,161
461005,440
461005,440
461014,1209
461014,1209
461023,1590
461023,1590
461032,150
461032,150
